"Alue,""Paaasiallinen toiminta"",""Sukupuoli"",""Vaesto yhteensa 2021"",""15-64-vuotiaat yhteensa 2021"",""0-14-vuotiaat 2021"",""15-29-vuotiaat 2021"",""30-44-vuotiaat 2021"",""45-59-vuotiaat 2021"",""Yli 60-vuotiaat 2021"""
"091 386 Pihlajisto,""Tyottomat"",""Naiset"",81,81,0,-1,36,25,13"
"091 386 Pihlajisto,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1367,388,363,182,107,57,658"
"091 386 Pihlajisto,""Tyovoiman ulkopuolella olevat"",""Miehet"",584,153,181,71,39,28,265"
"091 386 Pihlajisto,""Tyovoiman ulkopuolella olevat"",""Naiset"",783,235,182,111,68,29,393"
"091 386 Pihlajisto,""0-14-vuotiaat"",""Yhteensa"",363,0,363,0,0,0,0"
"091 386 Pihlajisto,""0-14-vuotiaat"",""Miehet"",181,0,181,0,0,0,0"
"091 386 Pihlajisto,""0-14-vuotiaat"",""Naiset"",182,0,182,0,0,0,0"
"091 386 Pihlajisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",192,-1,0,-1,39,-1,-1"
"091 386 Pihlajisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",72,-1,0,53,-1,-1,-1"
"091 386 Pihlajisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,0,-1,-1,-1,0"
"091 386 Pihlajisto,""Elakelaiset ja muut"",""Yhteensa"",812,197,0,40,68,48,656"
"091 386 Pihlajisto,""Elakelaiset ja muut"",""Miehet"",331,-1,0,-1,-1,-1,-1"
"091 386 Pihlajisto,""Elakelaiset ja muut"",""Naiset"",481,-1,0,-1,-1,-1,-1"
"091 502 Pukinmaen peruspiiri,""Koko vaesto"",""Yhteensa"",8722,5569,1293,1552,2101,1387,2389"
"091 502 Pukinmaen peruspiiri,""Koko vaesto"",""Miehet"",4057,2723,641,764,1085,654,913"
"091 502 Pukinmaen peruspiiri,""Koko vaesto"",""Naiset"",4665,2846,652,788,1016,733,1476"
"091 502 Pukinmaen peruspiiri,""Tyovoima"",""Yhteensa"",4309,4248,0,896,1751,1221,441"
"091 502 Pukinmaen peruspiiri,""Tyovoima"",""Miehet"",2136,2111,0,448,949,566,-1"
"091 502 Pukinmaen peruspiiri,""Tyovoima"",""Naiset"",2173,2137,0,448,802,655,-1"
"091 502 Pukinmaen peruspiiri,""Tyolliset"",""Yhteensa"",3740,3679,0,791,1553,1040,356"
"091 502 Pukinmaen peruspiiri,""Tyolliset"",""Miehet"",1839,1814,0,395,849,468,-1"
"091 502 Pukinmaen peruspiiri,""Tyolliset"",""Naiset"",1901,1865,0,396,704,572,-1"
"091 502 Pukinmaen peruspiiri,""Tyottomat"",""Yhteensa"",569,569,0,105,198,181,85"
"091 502 Pukinmaen peruspiiri,""Tyottomat"",""Miehet"",297,-1,0,-1,100,98,46"
"091 502 Pukinmaen peruspiiri,""Tyottomat"",""Naiset"",272,-1,0,-1,98,83,39"
"091 502 Pukinmaen peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",4413,1321,1293,656,350,166,1948"
"091 502 Pukinmaen peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",1921,612,641,316,136,88,740"
"091 502 Pukinmaen peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",2492,709,652,340,214,78,1208"
"091 502 Pukinmaen peruspiiri,""0-14-vuotiaat"",""Yhteensa"",1293,0,1293,0,0,0,0"
"091 502 Pukinmaen peruspiiri,""0-14-vuotiaat"",""Miehet"",641,0,641,0,0,0,0"
"091 502 Pukinmaen peruspiiri,""0-14-vuotiaat"",""Naiset"",652,0,652,0,0,0,0"
"091 502 Pukinmaen peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",684,-1,0,-1,144,18,-1"
"091 502 Pukinmaen peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,48,-1,-1"
"091 502 Pukinmaen peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,0,-1,96,-1,-1"
"091 502 Pukinmaen peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",2436,638,0,137,206,148,1945"
"091 502 Pukinmaen peruspiiri,""Elakelaiset ja muut"",""Miehet"",965,-1,0,-1,88,79,-1"
"091 502 Pukinmaen peruspiiri,""Elakelaiset ja muut"",""Naiset"",1471,-1,0,-1,118,69,-1"
"091 370 Pukinmaki,""Koko vaesto"",""Yhteensa"",8722,5569,1293,1552,2101,1387,2389"
"091 370 Pukinmaki,""Koko vaesto"",""Miehet"",4057,2723,641,764,1085,654,913"
"091 370 Pukinmaki,""Koko vaesto"",""Naiset"",4665,2846,652,788,1016,733,1476"
"091 370 Pukinmaki,""Tyovoima"",""Yhteensa"",4309,4248,0,896,1751,1221,441"
"091 370 Pukinmaki,""Tyovoima"",""Miehet"",2136,2111,0,448,949,566,-1"
"091 370 Pukinmaki,""Tyovoima"",""Naiset"",2173,2137,0,448,802,655,-1"
"091 370 Pukinmaki,""Tyolliset"",""Yhteensa"",3740,3679,0,791,1553,1040,356"
"091 370 Pukinmaki,""Tyolliset"",""Miehet"",1839,1814,0,395,849,468,-1"
"091 370 Pukinmaki,""Tyolliset"",""Naiset"",1901,1865,0,396,704,572,-1"
"091 370 Pukinmaki,""Tyottomat"",""Yhteensa"",569,569,0,105,198,181,85"
"091 370 Pukinmaki,""Tyottomat"",""Miehet"",297,-1,0,-1,100,98,46"
"091 370 Pukinmaki,""Tyottomat"",""Naiset"",272,-1,0,-1,98,83,39"
"091 370 Pukinmaki,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",4413,1321,1293,656,350,166,1948"
"091 370 Pukinmaki,""Tyovoiman ulkopuolella olevat"",""Miehet"",1921,612,641,316,136,88,740"
"091 370 Pukinmaki,""Tyovoiman ulkopuolella olevat"",""Naiset"",2492,709,652,340,214,78,1208"
"091 370 Pukinmaki,""0-14-vuotiaat"",""Yhteensa"",1293,0,1293,0,0,0,0"
"091 370 Pukinmaki,""0-14-vuotiaat"",""Miehet"",641,0,641,0,0,0,0"
"091 370 Pukinmaki,""0-14-vuotiaat"",""Naiset"",652,0,652,0,0,0,0"
"091 370 Pukinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",684,-1,0,-1,144,18,-1"
"091 370 Pukinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,48,-1,-1"
"091 370 Pukinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,0,-1,96,-1,-1"
"091 370 Pukinmaki,""Elakelaiset ja muut"",""Yhteensa"",2436,638,0,137,206,148,1945"
"091 370 Pukinmaki,""Elakelaiset ja muut"",""Miehet"",965,-1,0,-1,88,79,-1"
"091 370 Pukinmaki,""Elakelaiset ja muut"",""Naiset"",1471,-1,0,-1,118,69,-1"
"091 503 Malmin peruspiiri,""Koko vaesto"",""Yhteensa"",29202,18766,4961,4676,6576,5589,7400"
"091 503 Malmin peruspiiri,""Koko vaesto"",""Miehet"",14056,9281,2491,2345,3335,2700,3185"
"091 503 Malmin peruspiiri,""Koko vaesto"",""Naiset"",15146,9485,2470,2331,3241,2889,4215"
"091 503 Malmin peruspiiri,""Tyovoima"",""Yhteensa"",14796,14579,0,2505,5642,5007,1642"
"091 503 Malmin peruspiiri,""Tyovoima"",""Miehet"",7436,7329,0,1273,2998,2393,772"
"091 503 Malmin peruspiiri,""Tyovoima"",""Naiset"",7360,7250,0,1232,2644,2614,870"
"091 503 Malmin peruspiiri,""Tyolliset"",""Yhteensa"",13002,12785,0,2161,5019,4424,1398"
"091 503 Malmin peruspiiri,""Tyolliset"",""Miehet"",6422,6315,0,1056,2638,2089,639"
"091 503 Malmin peruspiiri,""Tyolliset"",""Naiset"",6580,6470,0,1105,2381,2335,759"
"091 503 Malmin peruspiiri,""Tyottomat"",""Yhteensa"",1794,1794,0,344,623,583,244"
"091 503 Malmin peruspiiri,""Tyottomat"",""Miehet"",1014,1014,0,217,360,304,133"
"091 503 Malmin peruspiiri,""Tyottomat"",""Naiset"",780,780,0,127,263,279,111"
"091 503 Malmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",14406,4187,4961,2171,934,582,5758"
"091 503 Malmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",6620,1952,2491,1072,337,307,2413"
"091 503 Malmin peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",7786,2235,2470,1099,597,275,3345"
"091 503 Malmin peruspiiri,""0-14-vuotiaat"",""Yhteensa"",4961,0,4961,0,0,0,0"
"091 503 Malmin peruspiiri,""0-14-vuotiaat"",""Miehet"",2491,0,2491,0,0,0,0"
"091 503 Malmin peruspiiri,""0-14-vuotiaat"",""Naiset"",2470,0,2470,0,0,0,0"
"091 503 Malmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",2193,2185,0,1754,348,79,12"
"091 503 Malmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",1022,-1,0,-1,115,39,-1"
"091 503 Malmin peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",1171,-1,0,890,233,40,-1"
"091 503 Malmin peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",7252,2002,0,417,586,503,5746"
"091 503 Malmin peruspiiri,""Elakelaiset ja muut"",""Miehet"",3107,933,0,208,222,268,-1"
"091 503 Malmin peruspiiri,""Elakelaiset ja muut"",""Naiset"",4145,1069,0,209,364,235,-1"
"091 381 Yla-Malmi,""Koko vaesto"",""Yhteensa"",6201,4126,918,1186,1459,1116,1522"
"091 381 Yla-Malmi,""Koko vaesto"",""Miehet"",3031,2124,467,598,793,554,619"
"091 381 Yla-Malmi,""Koko vaesto"",""Naiset"",3170,2002,451,588,666,562,903"
"091 381 Yla-Malmi,""Tyovoima"",""Yhteensa"",3132,3093,0,712,1184,934,302"
"091 381 Yla-Malmi,""Tyovoima"",""Miehet"",1670,1653,0,371,684,465,-1"
"091 381 Yla-Malmi,""Tyovoima"",""Naiset"",1462,1440,0,341,500,469,-1"
"091 381 Yla-Malmi,""Tyolliset"",""Yhteensa"",2564,2525,0,587,965,768,244"
"091 381 Yla-Malmi,""Tyolliset"",""Miehet"",1332,1315,0,293,550,374,-1"
"091 381 Yla-Malmi,""Tyolliset"",""Naiset"",1232,1210,0,294,415,394,-1"
"091 381 Yla-Malmi,""Tyottomat"",""Yhteensa"",568,568,0,125,219,166,58"
"091 381 Yla-Malmi,""Tyottomat"",""Miehet"",338,-1,0,-1,134,91,35"
"091 381 Yla-Malmi,""Tyottomat"",""Naiset"",230,-1,0,-1,85,75,23"
"091 381 Yla-Malmi,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",3069,1033,918,474,275,182,1220"
"091 381 Yla-Malmi,""Tyovoiman ulkopuolella olevat"",""Miehet"",1361,471,467,227,109,89,469"
"091 381 Yla-Malmi,""Tyovoiman ulkopuolella olevat"",""Naiset"",1708,562,451,247,166,93,751"
"091 381 Yla-Malmi,""0-14-vuotiaat"",""Yhteensa"",918,0,918,0,0,0,0"
"091 381 Yla-Malmi,""0-14-vuotiaat"",""Miehet"",467,0,467,0,0,0,0"
"091 381 Yla-Malmi,""0-14-vuotiaat"",""Naiset"",451,0,451,0,0,0,0"
"091 381 Yla-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",482,-1,0,-1,101,22,-1"
"091 381 Yla-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,33,-1,-1"
"091 381 Yla-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",265,-1,0,183,68,-1,-1"
"091 381 Yla-Malmi,""Elakelaiset ja muut"",""Yhteensa"",1669,552,0,118,174,160,1217"
"091 381 Yla-Malmi,""Elakelaiset ja muut"",""Miehet"",677,-1,0,-1,-1,79,-1"
"091 381 Yla-Malmi,""Elakelaiset ja muut"",""Naiset"",992,-1,0,-1,-1,81,-1"
"091 382 Ala-Malmi,""Koko vaesto"",""Yhteensa"",6882,4444,1250,1332,1593,1143,1564"
"091 382 Ala-Malmi,""Koko vaesto"",""Miehet"",3296,2197,629,654,822,549,642"
"091 382 Ala-Malmi,""Koko vaesto"",""Naiset"",3586,2247,621,678,771,594,922"
"091 382 Ala-Malmi,""Tyovoima"",""Yhteensa"",3343,3306,0,754,1328,976,285"
"091 382 Ala-Malmi,""Tyovoima"",""Miehet"",1676,1657,0,364,723,458,131"
"091 382 Ala-Malmi,""Tyovoima"",""Naiset"",1667,1649,0,390,605,518,-1"
"091 382 Ala-Malmi,""Tyolliset"",""Yhteensa"",2864,2827,0,643,1158,827,236"
"091 382 Ala-Malmi,""Tyolliset"",""Miehet"",1416,1397,0,289,634,389,104"
"091 382 Ala-Malmi,""Tyolliset"",""Naiset"",1448,1430,0,354,524,438,-1"
"091 382 Ala-Malmi,""Tyottomat"",""Yhteensa"",479,479,0,111,170,149,49"
"091 382 Ala-Malmi,""Tyottomat"",""Miehet"",260,-1,0,-1,89,69,27"
"091 382 Ala-Malmi,""Tyottomat"",""Naiset"",219,-1,0,-1,81,80,22"
"091 382 Ala-Malmi,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",3539,1138,1250,578,265,167,1279"
"091 382 Ala-Malmi,""Tyovoiman ulkopuolella olevat"",""Miehet"",1620,540,629,290,99,91,511"
"091 382 Ala-Malmi,""Tyovoiman ulkopuolella olevat"",""Naiset"",1919,598,621,288,166,76,768"
"091 382 Ala-Malmi,""0-14-vuotiaat"",""Yhteensa"",1250,0,1250,0,0,0,0"
"091 382 Ala-Malmi,""0-14-vuotiaat"",""Miehet"",629,0,629,0,0,0,0"
"091 382 Ala-Malmi,""0-14-vuotiaat"",""Naiset"",621,0,621,0,0,0,0"
"091 382 Ala-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",577,-1,0,-1,100,21,0"
"091 382 Ala-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,35,-1,0"
"091 382 Ala-Malmi,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",305,-1,0,228,65,-1,0"
"091 382 Ala-Malmi,""Elakelaiset ja muut"",""Yhteensa"",1712,561,0,122,165,146,1279"
"091 382 Ala-Malmi,""Elakelaiset ja muut"",""Miehet"",719,-1,0,-1,-1,82,-1"
"091 382 Ala-Malmi,""Elakelaiset ja muut"",""Naiset"",993,-1,0,-1,-1,64,-1"
"091 384 Tattariharju,""Koko vaesto"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Koko vaesto"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Koko vaesto"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoima"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoima"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoima"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyolliset"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyolliset"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyolliset"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyottomat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyottomat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyottomat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoiman ulkopuolella olevat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Tyovoiman ulkopuolella olevat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""0-14-vuotiaat"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""0-14-vuotiaat"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""0-14-vuotiaat"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Elakelaiset ja muut"",""Yhteensa"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Elakelaiset ja muut"",""Miehet"",-1,-1,-1,-1,-1,-1,-1"
"091 384 Tattariharju,""Elakelaiset ja muut"",""Naiset"",-1,-1,-1,-1,-1,-1,-1"
"091 385 Malmin lentokentta,""Koko vaesto"",""Yhteensa"",2147,1423,369,325,440,502,511"
"091 385 Malmin lentokentta,""Koko vaesto"",""Miehet"",1011,674,191,170,205,228,217"
"091 385 Malmin lentokentta,""Koko vaesto"",""Naiset"",1136,749,178,155,235,274,294"
"091 385 Malmin lentokentta,""Tyovoima"",""Yhteensa"",1123,1108,0,128,381,469,145"
"091 385 Malmin lentokentta,""Tyovoima"",""Miehet"",527,522,0,64,188,210,-1"
"091 385 Malmin lentokentta,""Tyovoima"",""Naiset"",596,586,0,64,193,259,-1"
"091 385 Malmin lentokentta,""Tyolliset"",""Yhteensa"",1006,991,0,118,349,415,124"
"091 385 Malmin lentokentta,""Tyolliset"",""Miehet"",470,465,0,57,174,187,-1"
"091 385 Malmin lentokentta,""Tyolliset"",""Naiset"",536,526,0,61,175,228,-1"
"091 385 Malmin lentokentta,""Tyottomat"",""Yhteensa"",117,117,0,10,32,54,21"
"091 385 Malmin lentokentta,""Tyottomat"",""Miehet"",57,-1,0,-1,-1,23,13"
"091 385 Malmin lentokentta,""Tyottomat"",""Naiset"",60,-1,0,-1,-1,31,-1"
"091 385 Malmin lentokentta,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1024,315,369,197,59,33,366"
"091 385 Malmin lentokentta,""Tyovoiman ulkopuolella olevat"",""Miehet"",484,-1,191,106,17,-1,152"
"091 385 Malmin lentokentta,""Tyovoiman ulkopuolella olevat"",""Naiset"",540,-1,178,91,42,-1,214"
"091 385 Malmin lentokentta,""0-14-vuotiaat"",""Yhteensa"",369,0,369,0,0,0,0"
"091 385 Malmin lentokentta,""0-14-vuotiaat"",""Miehet"",191,0,191,0,0,0,0"
"091 385 Malmin lentokentta,""0-14-vuotiaat"",""Naiset"",178,0,178,0,0,0,0"
"091 385 Malmin lentokentta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",196,-1,0,-1,26,-1,0"
"091 385 Malmin lentokentta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 385 Malmin lentokentta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",98,-1,0,76,-1,-1,0"
"091 385 Malmin lentokentta,""Elakelaiset ja muut"",""Yhteensa"",459,119,0,35,33,25,366"
"091 385 Malmin lentokentta,""Elakelaiset ja muut"",""Miehet"",195,-1,0,-1,-1,-1,-1"
"091 385 Malmin lentokentta,""Elakelaiset ja muut"",""Naiset"",264,-1,0,-1,-1,-1,-1"
"091 391 Tapaninvainio,""Koko vaesto"",""Yhteensa"",7967,4801,1330,916,1624,1641,2456"
"091 391 Tapaninvainio,""Koko vaesto"",""Miehet"",3858,2344,670,453,805,801,1129"
"091 391 Tapaninvainio,""Koko vaesto"",""Naiset"",4109,2457,660,463,819,840,1327"
"091 391 Tapaninvainio,""Tyovoima"",""Yhteensa"",3988,3914,0,422,1469,1544,553"
"091 391 Tapaninvainio,""Tyovoima"",""Miehet"",1954,1916,0,207,748,749,250"
"091 391 Tapaninvainio,""Tyovoima"",""Naiset"",2034,1998,0,215,721,795,303"
"091 391 Tapaninvainio,""Tyolliset"",""Yhteensa"",3696,3622,0,389,1387,1448,472"
"091 391 Tapaninvainio,""Tyolliset"",""Miehet"",1793,1755,0,191,696,691,215"
"091 391 Tapaninvainio,""Tyolliset"",""Naiset"",1903,1867,0,198,691,757,257"
"091 391 Tapaninvainio,""Tyottomat"",""Yhteensa"",292,292,0,33,82,96,81"
"091 391 Tapaninvainio,""Tyottomat"",""Miehet"",161,-1,0,-1,52,58,35"
"091 391 Tapaninvainio,""Tyottomat"",""Naiset"",131,-1,0,-1,30,38,46"
"091 391 Tapaninvainio,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",3979,887,1330,494,155,97,1903"
"091 391 Tapaninvainio,""Tyovoiman ulkopuolella olevat"",""Miehet"",1904,428,670,246,57,52,879"
"091 391 Tapaninvainio,""Tyovoiman ulkopuolella olevat"",""Naiset"",2075,459,660,248,98,45,1024"
"091 391 Tapaninvainio,""0-14-vuotiaat"",""Yhteensa"",1330,0,1330,0,0,0,0"
"091 391 Tapaninvainio,""0-14-vuotiaat"",""Miehet"",670,0,670,0,0,0,0"
"091 391 Tapaninvainio,""0-14-vuotiaat"",""Naiset"",660,0,660,0,0,0,0"
"091 391 Tapaninvainio,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",492,-1,0,-1,46,15,-1"
"091 391 Tapaninvainio,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 391 Tapaninvainio,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",257,-1,0,217,-1,-1,-1"
"091 391 Tapaninvainio,""Elakelaiset ja muut"",""Yhteensa"",2157,400,0,70,109,82,1896"
"091 391 Tapaninvainio,""Elakelaiset ja muut"",""Miehet"",999,-1,0,-1,-1,-1,-1"
"091 391 Tapaninvainio,""Elakelaiset ja muut"",""Naiset"",1158,-1,0,-1,-1,-1,-1"
"091 392 Tapanila,""Koko vaesto"",""Yhteensa"",5998,3966,1093,917,1457,1185,1346"
"091 392 Tapanila,""Koko vaesto"",""Miehet"",2855,1937,534,470,708,566,577"
"091 392 Tapanila,""Koko vaesto"",""Naiset"",3143,2029,559,447,749,619,769"
"091 392 Tapanila,""Tyovoima"",""Yhteensa"",3207,3155,0,489,1279,1083,356"
"091 392 Tapanila,""Tyovoima"",""Miehet"",1606,1578,0,267,654,510,175"
"091 392 Tapanila,""Tyovoima"",""Naiset"",1601,1577,0,222,625,573,-1"
"091 392 Tapanila,""Tyolliset"",""Yhteensa"",2871,2819,0,424,1160,966,321"
"091 392 Tapanila,""Tyolliset"",""Miehet"",1410,1382,0,226,584,448,152"
"091 392 Tapanila,""Tyolliset"",""Naiset"",1461,1437,0,198,576,518,-1"
"091 392 Tapanila,""Tyottomat"",""Yhteensa"",336,336,0,65,119,117,35"
"091 392 Tapanila,""Tyottomat"",""Miehet"",196,-1,0,-1,70,62,23"
"091 392 Tapanila,""Tyottomat"",""Naiset"",140,140,0,24,49,55,12"
"091 392 Tapanila,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",2791,811,1093,428,178,102,990"
"091 392 Tapanila,""Tyovoiman ulkopuolella olevat"",""Miehet"",1249,359,534,203,54,56,402"
"091 392 Tapanila,""Tyovoiman ulkopuolella olevat"",""Naiset"",1542,452,559,225,124,46,588"
"091 392 Tapanila,""0-14-vuotiaat"",""Yhteensa"",1093,0,1093,0,0,0,0"
"091 392 Tapanila,""0-14-vuotiaat"",""Miehet"",534,0,534,0,0,0,0"
"091 392 Tapanila,""0-14-vuotiaat"",""Naiset"",559,0,559,0,0,0,0"
"091 392 Tapanila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",446,-1,0,-1,75,13,-1"
"091 392 Tapanila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,23,-1,0"
"091 392 Tapanila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",246,-1,0,186,52,-1,-1"
"091 392 Tapanila,""Elakelaiset ja muut"",""Yhteensa"",1252,367,0,72,103,89,988"
"091 392 Tapanila,""Elakelaiset ja muut"",""Miehet"",515,-1,0,-1,-1,-1,-1"
"091 392 Tapanila,""Elakelaiset ja muut"",""Naiset"",737,-1,0,-1,-1,-1,-1"
"091 504 Suutarilan peruspiiri,""Koko vaesto"",""Yhteensa"",11326,7043,2092,1722,2526,2154,2832"
"091 504 Suutarilan peruspiiri,""Koko vaesto"",""Miehet"",5487,3437,1091,861,1241,1036,1258"
"091 504 Suutarilan peruspiiri,""Koko vaesto"",""Naiset"",5839,3606,1001,861,1285,1118,1574"
"091 504 Suutarilan peruspiiri,""Tyovoima"",""Yhteensa"",5507,5442,0,842,2142,1976,547"
"091 504 Suutarilan peruspiiri,""Tyovoima"",""Miehet"",2756,2722,0,437,1099,949,-1"
"091 504 Suutarilan peruspiiri,""Tyovoima"",""Naiset"",2751,2720,0,405,1043,1027,-1"
"091 504 Suutarilan peruspiiri,""Tyolliset"",""Yhteensa"",4987,4922,0,759,1946,1799,483"
"091 504 Suutarilan peruspiiri,""Tyolliset"",""Miehet"",2485,2451,0,383,996,865,-1"
"091 504 Suutarilan peruspiiri,""Tyolliset"",""Naiset"",2502,2471,0,376,950,934,-1"
"091 504 Suutarilan peruspiiri,""Tyottomat"",""Yhteensa"",520,520,0,83,196,177,64"
"091 504 Suutarilan peruspiiri,""Tyottomat"",""Miehet"",271,271,0,54,103,84,30"
"091 504 Suutarilan peruspiiri,""Tyottomat"",""Naiset"",249,249,0,29,93,93,34"
"091 504 Suutarilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",5819,1601,2092,880,384,178,2285"
"091 504 Suutarilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",2731,715,1091,424,142,87,987"
"091 504 Suutarilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",3088,886,1001,456,242,91,1298"
"091 504 Suutarilan peruspiiri,""0-14-vuotiaat"",""Yhteensa"",2092,0,2092,0,0,0,0"
"091 504 Suutarilan peruspiiri,""0-14-vuotiaat"",""Miehet"",1091,0,1091,0,0,0,0"
"091 504 Suutarilan peruspiiri,""0-14-vuotiaat"",""Naiset"",1001,0,1001,0,0,0,0"
"091 504 Suutarilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",943,942,0,751,154,37,-1"
"091 504 Suutarilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",431,-1,0,-1,51,-1,0"
"091 504 Suutarilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",512,-1,0,-1,103,-1,-1"
"091 504 Suutarilan peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",2784,659,0,129,230,141,2284"
"091 504 Suutarilan peruspiiri,""Elakelaiset ja muut"",""Miehet"",1209,-1,0,-1,-1,73,-1"
"091 504 Suutarilan peruspiiri,""Elakelaiset ja muut"",""Naiset"",1575,-1,0,-1,139,68,-1"
