"Alue,""Paaasiallinen toiminta"",""Sukupuoli"",""Vaesto yhteensa 2021"",""15-64-vuotiaat yhteensa 2021"",""0-14-vuotiaat 2021"",""15-29-vuotiaat 2021"",""30-44-vuotiaat 2021"",""45-59-vuotiaat 2021"",""Yli 60-vuotiaat 2021"""
"091 285 Verajamaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 285 Verajamaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",119,-1,0,98,-1,-1,-1"
"091 285 Verajamaki,""Elakelaiset ja muut"",""Yhteensa"",702,145,0,29,44,44,585"
"091 285 Verajamaki,""Elakelaiset ja muut"",""Miehet"",307,-1,0,-1,-1,-1,-1"
"091 285 Verajamaki,""Elakelaiset ja muut"",""Naiset"",395,-1,0,-1,-1,-1,-1"
"091 287 Verajalaakso,""Koko vaesto"",""Yhteensa"",1234,845,257,219,262,284,212"
"091 287 Verajalaakso,""Koko vaesto"",""Miehet"",578,394,142,114,117,134,71"
"091 287 Verajalaakso,""Koko vaesto"",""Naiset"",656,451,115,105,145,150,141"
"091 287 Verajalaakso,""Tyovoima"",""Yhteensa"",666,663,0,123,225,256,62"
"091 287 Verajalaakso,""Tyovoima"",""Miehet"",320,-1,0,-1,109,125,-1"
"091 287 Verajalaakso,""Tyovoima"",""Naiset"",346,-1,0,-1,116,131,-1"
"091 287 Verajalaakso,""Tyolliset"",""Yhteensa"",585,582,0,109,200,219,57"
"091 287 Verajalaakso,""Tyolliset"",""Miehet"",275,-1,0,-1,98,104,-1"
"091 287 Verajalaakso,""Tyolliset"",""Naiset"",310,-1,0,-1,102,115,-1"
"091 287 Verajalaakso,""Tyottomat"",""Yhteensa"",81,81,0,14,25,37,-1"
"091 287 Verajalaakso,""Tyottomat"",""Miehet"",45,-1,0,-1,-1,21,-1"
"091 287 Verajalaakso,""Tyottomat"",""Naiset"",36,-1,0,-1,-1,16,-1"
"091 287 Verajalaakso,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",568,182,257,96,37,28,150"
"091 287 Verajalaakso,""Tyovoiman ulkopuolella olevat"",""Miehet"",258,-1,142,49,-1,-1,-1"
"091 287 Verajalaakso,""Tyovoiman ulkopuolella olevat"",""Naiset"",310,-1,115,47,-1,-1,100"
"091 287 Verajalaakso,""0-14-vuotiaat"",""Yhteensa"",257,0,257,0,0,0,0"
"091 287 Verajalaakso,""0-14-vuotiaat"",""Miehet"",142,0,142,0,0,0,0"
"091 287 Verajalaakso,""0-14-vuotiaat"",""Naiset"",115,0,115,0,0,0,0"
"091 287 Verajalaakso,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",95,94,0,73,16,-1,-1"
"091 287 Verajalaakso,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",40,-1,0,-1,-1,0,-1"
"091 287 Verajalaakso,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",55,-1,0,-1,-1,-1,0"
"091 287 Verajalaakso,""Elakelaiset ja muut"",""Yhteensa"",216,88,0,23,21,23,149"
"091 287 Verajalaakso,""Elakelaiset ja muut"",""Miehet"",76,-1,0,-1,-1,-1,-1"
"091 287 Verajalaakso,""Elakelaiset ja muut"",""Naiset"",140,-1,0,-1,-1,-1,-1"
"091 405 Ita-Pakilan peruspiiri,""Koko vaesto"",""Yhteensa"",3653,2270,747,465,752,822,867"
"091 405 Ita-Pakilan peruspiiri,""Koko vaesto"",""Miehet"",1837,1153,379,263,363,405,427"
"091 405 Ita-Pakilan peruspiiri,""Koko vaesto"",""Naiset"",1816,1117,368,202,389,417,440"
"091 405 Ita-Pakilan peruspiiri,""Tyovoima"",""Yhteensa"",1860,1836,0,179,696,768,217"
"091 405 Ita-Pakilan peruspiiri,""Tyovoima"",""Miehet"",922,912,0,94,340,377,-1"
"091 405 Ita-Pakilan peruspiiri,""Tyovoima"",""Naiset"",938,924,0,85,356,391,106"
"091 405 Ita-Pakilan peruspiiri,""Tyolliset"",""Yhteensa"",1741,1717,0,165,669,718,189"
"091 405 Ita-Pakilan peruspiiri,""Tyolliset"",""Miehet"",858,848,0,89,323,350,-1"
"091 405 Ita-Pakilan peruspiiri,""Tyolliset"",""Naiset"",883,869,0,76,346,368,93"
"091 405 Ita-Pakilan peruspiiri,""Tyottomat"",""Yhteensa"",119,119,0,14,27,50,28"
"091 405 Ita-Pakilan peruspiiri,""Tyottomat"",""Miehet"",64,-1,0,-1,-1,-1,15"
"091 405 Ita-Pakilan peruspiiri,""Tyottomat"",""Naiset"",55,-1,0,-1,-1,-1,13"
"091 405 Ita-Pakilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1793,434,747,286,56,54,650"
"091 405 Ita-Pakilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",915,241,379,169,23,28,316"
"091 405 Ita-Pakilan peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",878,193,368,117,33,26,334"
"091 405 Ita-Pakilan peruspiiri,""0-14-vuotiaat"",""Yhteensa"",747,0,747,0,0,0,0"
"091 405 Ita-Pakilan peruspiiri,""0-14-vuotiaat"",""Miehet"",379,0,379,0,0,0,0"
"091 405 Ita-Pakilan peruspiiri,""0-14-vuotiaat"",""Naiset"",368,0,368,0,0,0,0"
"091 405 Ita-Pakilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",287,-1,0,-1,18,12,-1"
"091 405 Ita-Pakilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 405 Ita-Pakilan peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",127,-1,0,104,-1,-1,-1"
"091 405 Ita-Pakilan peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",759,151,0,33,38,42,646"
"091 405 Ita-Pakilan peruspiiri,""Elakelaiset ja muut"",""Miehet"",376,-1,0,-1,-1,-1,-1"
"091 405 Ita-Pakilan peruspiiri,""Elakelaiset ja muut"",""Naiset"",383,-1,0,-1,-1,-1,-1"
"091 342 Ita-Pakila,""Koko vaesto"",""Yhteensa"",3366,2081,660,419,681,763,843"
"091 342 Ita-Pakila,""Koko vaesto"",""Miehet"",1691,1060,330,241,330,375,415"
"091 342 Ita-Pakila,""Koko vaesto"",""Naiset"",1675,1021,330,178,351,388,428"
"091 342 Ita-Pakila,""Tyovoima"",""Yhteensa"",1712,1691,0,163,630,713,206"
"091 342 Ita-Pakila,""Tyovoima"",""Miehet"",852,842,0,88,309,349,-1"
"091 342 Ita-Pakila,""Tyovoima"",""Naiset"",860,849,0,75,321,364,100"
"091 342 Ita-Pakila,""Tyolliset"",""Yhteensa"",1607,1586,0,153,608,666,180"
"091 342 Ita-Pakila,""Tyolliset"",""Miehet"",793,783,0,84,295,322,-1"
"091 342 Ita-Pakila,""Tyolliset"",""Naiset"",814,803,0,69,313,344,88"
"091 342 Ita-Pakila,""Tyottomat"",""Yhteensa"",105,105,0,10,22,47,26"
"091 342 Ita-Pakila,""Tyottomat"",""Miehet"",59,-1,0,-1,-1,-1,14"
"091 342 Ita-Pakila,""Tyottomat"",""Naiset"",46,-1,0,-1,-1,-1,12"
"091 342 Ita-Pakila,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1654,390,660,256,51,50,637"
"091 342 Ita-Pakila,""Tyovoiman ulkopuolella olevat"",""Miehet"",839,218,330,153,21,26,309"
"091 342 Ita-Pakila,""Tyovoiman ulkopuolella olevat"",""Naiset"",815,172,330,103,30,24,328"
"091 342 Ita-Pakila,""0-14-vuotiaat"",""Yhteensa"",660,0,660,0,0,0,0"
"091 342 Ita-Pakila,""0-14-vuotiaat"",""Miehet"",330,0,330,0,0,0,0"
"091 342 Ita-Pakila,""0-14-vuotiaat"",""Naiset"",330,0,330,0,0,0,0"
"091 342 Ita-Pakila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",253,-1,0,-1,14,10,-1"
"091 342 Ita-Pakila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 342 Ita-Pakila,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",110,-1,0,91,-1,-1,-1"
"091 342 Ita-Pakila,""Elakelaiset ja muut"",""Yhteensa"",741,141,0,31,37,40,633"
"091 342 Ita-Pakila,""Elakelaiset ja muut"",""Miehet"",366,-1,0,-1,-1,-1,-1"
"091 342 Ita-Pakila,""Elakelaiset ja muut"",""Naiset"",375,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Koko vaesto"",""Yhteensa"",287,189,87,46,71,59,24"
"091 353 Tuomarinkartano,""Koko vaesto"",""Miehet"",146,-1,49,-1,33,30,-1"
"091 353 Tuomarinkartano,""Koko vaesto"",""Naiset"",141,-1,38,-1,38,29,-1"
"091 353 Tuomarinkartano,""Tyovoima"",""Yhteensa"",148,-1,0,-1,66,55,-1"
"091 353 Tuomarinkartano,""Tyovoima"",""Miehet"",70,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyovoima"",""Naiset"",78,-1,0,-1,35,-1,-1"
"091 353 Tuomarinkartano,""Tyolliset"",""Yhteensa"",134,-1,0,-1,61,52,-1"
"091 353 Tuomarinkartano,""Tyolliset"",""Miehet"",65,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyolliset"",""Naiset"",69,-1,0,-1,33,-1,-1"
"091 353 Tuomarinkartano,""Tyottomat"",""Yhteensa"",14,14,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyottomat"",""Miehet"",-1,-1,0,-1,-1,0,-1"
"091 353 Tuomarinkartano,""Tyottomat"",""Naiset"",-1,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",139,-1,87,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyovoiman ulkopuolella olevat"",""Miehet"",76,-1,49,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Tyovoiman ulkopuolella olevat"",""Naiset"",63,-1,38,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""0-14-vuotiaat"",""Yhteensa"",87,0,87,0,0,0,0"
"091 353 Tuomarinkartano,""0-14-vuotiaat"",""Miehet"",49,0,49,0,0,0,0"
"091 353 Tuomarinkartano,""0-14-vuotiaat"",""Naiset"",38,0,38,0,0,0,0"
"091 353 Tuomarinkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",34,-1,0,-1,-1,-1,0"
"091 353 Tuomarinkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",17,-1,0,-1,-1,-1,0"
"091 353 Tuomarinkartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",17,-1,0,-1,-1,-1,0"
"091 353 Tuomarinkartano,""Elakelaiset ja muut"",""Yhteensa"",18,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Elakelaiset ja muut"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 353 Tuomarinkartano,""Elakelaiset ja muut"",""Naiset"",-1,-1,0,-1,0,-1,-1"
"091 501 Latokartanon peruspiiri,""Koko vaesto"",""Yhteensa"",24487,16413,4397,4761,6281,4188,4860"
"091 501 Latokartanon peruspiiri,""Koko vaesto"",""Miehet"",11660,7892,2335,2235,3114,2031,1945"
"091 501 Latokartanon peruspiiri,""Koko vaesto"",""Naiset"",12827,8521,2062,2526,3167,2157,2915"
"091 501 Latokartanon peruspiiri,""Tyovoima"",""Yhteensa"",12355,12237,0,2433,5213,3738,971"
"091 501 Latokartanon peruspiiri,""Tyovoima"",""Miehet"",6055,5998,0,1138,2683,1822,412"
"091 501 Latokartanon peruspiiri,""Tyovoima"",""Naiset"",6300,6239,0,1295,2530,1916,559"
"091 501 Latokartanon peruspiiri,""Tyolliset"",""Yhteensa"",10873,10755,0,2189,4624,3251,809"
"091 501 Latokartanon peruspiiri,""Tyolliset"",""Miehet"",5260,5203,0,1009,2378,1548,325"
"091 501 Latokartanon peruspiiri,""Tyolliset"",""Naiset"",5613,5552,0,1180,2246,1703,484"
"091 501 Latokartanon peruspiiri,""Tyottomat"",""Yhteensa"",1482,1482,0,244,589,487,162"
"091 501 Latokartanon peruspiiri,""Tyottomat"",""Miehet"",795,795,0,129,305,274,87"
"091 501 Latokartanon peruspiiri,""Tyottomat"",""Naiset"",687,687,0,115,284,213,75"
"091 501 Latokartanon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",12132,4176,4397,2328,1068,450,3889"
"091 501 Latokartanon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Miehet"",5605,1894,2335,1097,431,209,1533"
"091 501 Latokartanon peruspiiri,""Tyovoiman ulkopuolella olevat"",""Naiset"",6527,2282,2062,1231,637,241,2356"
"091 501 Latokartanon peruspiiri,""0-14-vuotiaat"",""Yhteensa"",4397,0,4397,0,0,0,0"
"091 501 Latokartanon peruspiiri,""0-14-vuotiaat"",""Miehet"",2335,0,2335,0,0,0,0"
"091 501 Latokartanon peruspiiri,""0-14-vuotiaat"",""Naiset"",2062,0,2062,0,0,0,0"
"091 501 Latokartanon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",2502,2496,0,1994,423,70,15"
"091 501 Latokartanon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",1108,-1,0,-1,140,23,-1"
"091 501 Latokartanon peruspiiri,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",1394,-1,0,-1,283,47,-1"
"091 501 Latokartanon peruspiiri,""Elakelaiset ja muut"",""Yhteensa"",5233,1680,0,334,645,380,3874"
"091 501 Latokartanon peruspiiri,""Elakelaiset ja muut"",""Miehet"",2162,-1,0,-1,291,186,-1"
"091 501 Latokartanon peruspiiri,""Elakelaiset ja muut"",""Naiset"",3071,-1,0,-1,354,194,-1"
"091 361 Viikinranta,""Koko vaesto"",""Yhteensa"",1295,839,226,118,398,238,315"
"091 361 Viikinranta,""Koko vaesto"",""Miehet"",613,403,118,54,187,118,136"
"091 361 Viikinranta,""Koko vaesto"",""Naiset"",682,436,108,64,211,120,179"
"091 361 Viikinranta,""Tyovoima"",""Yhteensa"",745,741,0,77,367,227,74"
"091 361 Viikinranta,""Tyovoima"",""Miehet"",363,-1,0,-1,177,113,-1"
"091 361 Viikinranta,""Tyovoima"",""Naiset"",382,-1,0,-1,190,114,-1"
"091 361 Viikinranta,""Tyolliset"",""Yhteensa"",714,710,0,73,359,217,65"
"091 361 Viikinranta,""Tyolliset"",""Miehet"",348,-1,0,-1,175,108,-1"
"091 361 Viikinranta,""Tyolliset"",""Naiset"",366,-1,0,-1,184,109,-1"
"091 361 Viikinranta,""Tyottomat"",""Yhteensa"",31,31,0,-1,-1,10,-1"
"091 361 Viikinranta,""Tyottomat"",""Miehet"",15,-1,0,-1,-1,-1,-1"
"091 361 Viikinranta,""Tyottomat"",""Naiset"",16,-1,0,-1,-1,-1,-1"
"091 361 Viikinranta,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",550,98,226,41,31,11,241"
"091 361 Viikinranta,""Tyovoiman ulkopuolella olevat"",""Miehet"",250,-1,118,-1,-1,-1,98"
"091 361 Viikinranta,""Tyovoiman ulkopuolella olevat"",""Naiset"",300,-1,108,-1,-1,-1,143"
"091 361 Viikinranta,""0-14-vuotiaat"",""Yhteensa"",226,0,226,0,0,0,0"
"091 361 Viikinranta,""0-14-vuotiaat"",""Miehet"",118,0,118,0,0,0,0"
"091 361 Viikinranta,""0-14-vuotiaat"",""Naiset"",108,0,108,0,0,0,0"
"091 361 Viikinranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",53,-1,0,-1,12,-1,0"
"091 361 Viikinranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,0"
"091 361 Viikinranta,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",30,-1,0,-1,-1,-1,0"
"091 361 Viikinranta,""Elakelaiset ja muut"",""Yhteensa"",271,45,0,-1,19,-1,241"
"091 361 Viikinranta,""Elakelaiset ja muut"",""Miehet"",109,-1,0,-1,-1,-1,-1"
"091 361 Viikinranta,""Elakelaiset ja muut"",""Naiset"",162,-1,0,-1,-1,-1,-1"
"091 362 Latokartano,""Koko vaesto"",""Yhteensa"",9473,6339,2113,1834,2432,1697,1397"
"091 362 Latokartano,""Koko vaesto"",""Miehet"",4455,2932,1154,845,1132,788,536"
"091 362 Latokartano,""Koko vaesto"",""Naiset"",5018,3407,959,989,1300,909,861"
"091 362 Latokartano,""Tyovoima"",""Yhteensa"",4811,4773,0,903,2062,1526,320"
"091 362 Latokartano,""Tyovoima"",""Miehet"",2270,2254,0,410,1008,718,-1"
"091 362 Latokartano,""Tyovoima"",""Naiset"",2541,2519,0,493,1054,808,186"
"091 362 Latokartano,""Tyolliset"",""Yhteensa"",4352,4314,0,818,1880,1380,274"
"091 362 Latokartano,""Tyolliset"",""Miehet"",2051,2035,0,363,936,644,-1"
"091 362 Latokartano,""Tyolliset"",""Naiset"",2301,2279,0,455,944,736,166"
"091 362 Latokartano,""Tyottomat"",""Yhteensa"",459,459,0,85,182,146,46"
"091 362 Latokartano,""Tyottomat"",""Miehet"",219,-1,0,-1,72,74,26"
"091 362 Latokartano,""Tyottomat"",""Naiset"",240,-1,0,-1,110,72,20"
"091 362 Latokartano,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",4662,1566,2113,931,370,171,1077"
"091 362 Latokartano,""Tyovoiman ulkopuolella olevat"",""Miehet"",2185,678,1154,435,124,70,402"
"091 362 Latokartano,""Tyovoiman ulkopuolella olevat"",""Naiset"",2477,888,959,496,246,101,675"
"091 362 Latokartano,""0-14-vuotiaat"",""Yhteensa"",2113,0,2113,0,0,0,0"
"091 362 Latokartano,""0-14-vuotiaat"",""Miehet"",1154,0,1154,0,0,0,0"
"091 362 Latokartano,""0-14-vuotiaat"",""Naiset"",959,0,959,0,0,0,0"
"091 362 Latokartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",1041,1038,0,843,164,27,-1"
"091 362 Latokartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",447,-1,0,-1,43,-1,-1"
"091 362 Latokartano,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",594,-1,0,450,121,-1,-1"
"091 362 Latokartano,""Elakelaiset ja muut"",""Yhteensa"",1508,528,0,88,206,144,1070"
"091 362 Latokartano,""Elakelaiset ja muut"",""Miehet"",584,-1,0,-1,-1,63,-1"
"091 362 Latokartano,""Elakelaiset ja muut"",""Naiset"",924,-1,0,-1,-1,81,-1"
"091 363 Viikin tiedepuisto,""Koko vaesto"",""Yhteensa"",1171,1067,70,734,263,53,51"
"091 363 Viikin tiedepuisto,""Koko vaesto"",""Miehet"",572,518,36,323,159,28,-1"
"091 363 Viikin tiedepuisto,""Koko vaesto"",""Naiset"",599,549,34,411,104,25,-1"
"091 363 Viikin tiedepuisto,""Tyovoima"",""Yhteensa"",583,582,0,350,179,39,-1"
"091 363 Viikin tiedepuisto,""Tyovoima"",""Miehet"",301,-1,0,-1,113,-1,-1"
"091 363 Viikin tiedepuisto,""Tyovoima"",""Naiset"",282,-1,0,-1,66,-1,-1"
"091 363 Viikin tiedepuisto,""Tyolliset"",""Yhteensa"",552,551,0,334,165,38,-1"
"091 363 Viikin tiedepuisto,""Tyolliset"",""Miehet"",283,-1,0,-1,102,-1,-1"
"091 363 Viikin tiedepuisto,""Tyolliset"",""Naiset"",269,-1,0,-1,63,-1,-1"
"091 363 Viikin tiedepuisto,""Tyottomat"",""Yhteensa"",31,31,0,16,14,-1,0"
"091 363 Viikin tiedepuisto,""Tyottomat"",""Miehet"",18,-1,0,-1,-1,-1,0"
"091 363 Viikin tiedepuisto,""Tyottomat"",""Naiset"",13,-1,0,-1,-1,0,0"
"091 363 Viikin tiedepuisto,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",588,485,70,384,84,14,-1"
"091 363 Viikin tiedepuisto,""Tyovoiman ulkopuolella olevat"",""Miehet"",271,-1,36,162,46,-1,-1"
"091 363 Viikin tiedepuisto,""Tyovoiman ulkopuolella olevat"",""Naiset"",317,-1,34,222,38,-1,-1"
"091 363 Viikin tiedepuisto,""0-14-vuotiaat"",""Yhteensa"",70,0,70,0,0,0,0"
"091 363 Viikin tiedepuisto,""0-14-vuotiaat"",""Miehet"",36,0,36,0,0,0,0"
"091 363 Viikin tiedepuisto,""0-14-vuotiaat"",""Naiset"",34,0,34,0,0,0,0"
"091 363 Viikin tiedepuisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",381,-1,0,-1,29,-1,-1"
"091 363 Viikin tiedepuisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,-1,-1,-1"
"091 363 Viikin tiedepuisto,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",219,-1,0,206,-1,-1,0"
"091 363 Viikin tiedepuisto,""Elakelaiset ja muut"",""Yhteensa"",137,105,0,35,55,12,-1"
"091 363 Viikin tiedepuisto,""Elakelaiset ja muut"",""Miehet"",73,-1,0,-1,-1,-1,-1"
"091 363 Viikin tiedepuisto,""Elakelaiset ja muut"",""Naiset"",64,-1,0,-1,-1,-1,-1"
"091 364 Viikinmaki,""Koko vaesto"",""Yhteensa"",2925,1975,612,441,798,558,516"
"091 364 Viikinmaki,""Koko vaesto"",""Miehet"",1332,905,304,209,364,259,196"
"091 364 Viikinmaki,""Koko vaesto"",""Naiset"",1593,1070,308,232,434,299,320"
"091 364 Viikinmaki,""Tyovoima"",""Yhteensa"",1584,1572,0,240,683,513,148"
"091 364 Viikinmaki,""Tyovoima"",""Miehet"",748,741,0,114,332,242,-1"
"091 364 Viikinmaki,""Tyovoima"",""Naiset"",836,831,0,126,351,271,88"
"091 364 Viikinmaki,""Tyolliset"",""Yhteensa"",1410,1398,0,222,614,451,123"
"091 364 Viikinmaki,""Tyolliset"",""Miehet"",661,654,0,105,295,213,-1"
"091 364 Viikinmaki,""Tyolliset"",""Naiset"",749,744,0,117,319,238,75"
"091 364 Viikinmaki,""Tyottomat"",""Yhteensa"",174,174,0,18,69,62,25"
"091 364 Viikinmaki,""Tyottomat"",""Miehet"",87,-1,0,-1,37,29,12"
"091 364 Viikinmaki,""Tyottomat"",""Naiset"",87,-1,0,-1,32,33,13"
"091 364 Viikinmaki,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",1341,403,612,201,115,45,368"
"091 364 Viikinmaki,""Tyovoiman ulkopuolella olevat"",""Miehet"",584,164,304,95,32,17,136"
"091 364 Viikinmaki,""Tyovoiman ulkopuolella olevat"",""Naiset"",757,239,308,106,83,28,232"
"091 364 Viikinmaki,""0-14-vuotiaat"",""Yhteensa"",612,0,612,0,0,0,0"
"091 364 Viikinmaki,""0-14-vuotiaat"",""Miehet"",304,0,304,0,0,0,0"
"091 364 Viikinmaki,""0-14-vuotiaat"",""Naiset"",308,0,308,0,0,0,0"
"091 364 Viikinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",239,-1,0,-1,57,10,-1"
"091 364 Viikinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",-1,-1,0,-1,13,-1,0"
"091 364 Viikinmaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",138,-1,0,87,44,-1,-1"
"091 364 Viikinmaki,""Elakelaiset ja muut"",""Yhteensa"",490,164,0,30,58,35,367"
"091 364 Viikinmaki,""Elakelaiset ja muut"",""Miehet"",179,-1,0,-1,-1,-1,-1"
"091 364 Viikinmaki,""Elakelaiset ja muut"",""Naiset"",311,-1,0,-1,-1,-1,-1"
"091 383 Pihlajamaki,""Koko vaesto"",""Yhteensa"",7153,4718,1013,1251,1824,1255,1810"
"091 383 Pihlajamaki,""Koko vaesto"",""Miehet"",3551,2438,542,637,987,644,741"
"091 383 Pihlajamaki,""Koko vaesto"",""Naiset"",3602,2280,471,614,837,611,1069"
"091 383 Pihlajamaki,""Tyovoima"",""Yhteensa"",3529,3482,0,662,1463,1103,301"
"091 383 Pihlajamaki,""Tyovoima"",""Miehet"",1820,1798,0,322,807,563,-1"
"091 383 Pihlajamaki,""Tyovoima"",""Naiset"",1709,1684,0,340,656,540,-1"
"091 383 Pihlajamaki,""Tyolliset"",""Yhteensa"",2932,2885,0,568,1222,901,241"
"091 383 Pihlajamaki,""Tyolliset"",""Miehet"",1473,1451,0,276,663,439,-1"
"091 383 Pihlajamaki,""Tyolliset"",""Naiset"",1459,1434,0,292,559,462,-1"
"091 383 Pihlajamaki,""Tyottomat"",""Yhteensa"",597,597,0,94,241,202,60"
"091 383 Pihlajamaki,""Tyottomat"",""Miehet"",347,347,0,46,144,124,33"
"091 383 Pihlajamaki,""Tyottomat"",""Naiset"",250,250,0,48,97,78,27"
"091 383 Pihlajamaki,""Tyovoiman ulkopuolella olevat"",""Yhteensa"",3624,1236,1013,589,361,152,1509"
"091 383 Pihlajamaki,""Tyovoiman ulkopuolella olevat"",""Miehet"",1731,640,542,315,180,81,613"
"091 383 Pihlajamaki,""Tyovoiman ulkopuolella olevat"",""Naiset"",1893,596,471,274,181,71,896"
"091 383 Pihlajamaki,""0-14-vuotiaat"",""Yhteensa"",1013,0,1013,0,0,0,0"
"091 383 Pihlajamaki,""0-14-vuotiaat"",""Miehet"",542,0,542,0,0,0,0"
"091 383 Pihlajamaki,""0-14-vuotiaat"",""Naiset"",471,0,471,0,0,0,0"
"091 383 Pihlajamaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Yhteensa"",596,595,0,451,122,19,-1"
"091 383 Pihlajamaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Miehet"",303,-1,0,-1,50,-1,-1"
"091 383 Pihlajamaki,""Opiskelijat, koululaiset, varus- ja siviilipalvelu"",""Naiset"",293,-1,0,206,72,-1,-1"
"091 383 Pihlajamaki,""Elakelaiset ja muut"",""Yhteensa"",2015,641,0,138,239,133,1505"
"091 383 Pihlajamaki,""Elakelaiset ja muut"",""Miehet"",886,-1,0,-1,-1,-1,-1"
"091 383 Pihlajamaki,""Elakelaiset ja muut"",""Naiset"",1129,-1,0,-1,-1,-1,-1"
"091 386 Pihlajisto,""Koko vaesto"",""Yhteensa"",2470,1475,363,383,566,387,771"
"091 386 Pihlajisto,""Koko vaesto"",""Miehet"",1137,696,181,167,285,194,310"
"091 386 Pihlajisto,""Koko vaesto"",""Naiset"",1333,779,182,216,281,193,461"
"091 386 Pihlajisto,""Tyovoima"",""Yhteensa"",1103,1087,0,201,459,330,113"
"091 386 Pihlajisto,""Tyovoima"",""Miehet"",553,-1,0,-1,246,166,-1"
"091 386 Pihlajisto,""Tyovoima"",""Naiset"",550,-1,0,-1,213,164,-1"
"091 386 Pihlajisto,""Tyolliset"",""Yhteensa"",913,897,0,174,384,264,91"
"091 386 Pihlajisto,""Tyolliset"",""Miehet"",444,-1,0,-1,207,125,-1"
"091 386 Pihlajisto,""Tyolliset"",""Naiset"",469,-1,0,-1,177,139,-1"
"091 386 Pihlajisto,""Tyottomat"",""Yhteensa"",190,190,0,27,75,66,22"
"091 386 Pihlajisto,""Tyottomat"",""Miehet"",109,-1,0,-1,39,41,-1"
